cid,顧客名,plan,所在
1268ab21-d43f-422d-86ea-c0c03cb7b671,株式会社 K-SYSTEM,plus,811-1103 福岡県福岡市早良区四箇1丁目4-25-6
12beaea9-5fb7-406f-ab9f-007a321b173e,ひろ装建,plus,1160002 東京都荒川区荒川2-17-7
13208f5e-8307-4b42-a616-f81484984529,友和塗装,plus,9872308 宮城県栗原市一迫真坂字南町23-2
14059845-37ba-49d7-892e-fc1347d807d6,TKD 株式会社,plus,1880012 東京都西東京市南町6丁目11番23号
15329f5c-3f36-4b53-a122-37acf19cfbe4,株式会社エーコー設備,plus,6130045 京都府久世郡久御山町北川顔表畑4
160febac-9dc8-40a7-bef1-3b71882dfe83,株式会社 M-STYLE,plus,2400114 神奈川県三浦郡葉山町木古庭379-4
16554c2b-913c-49aa-af3e-fd5d3f8cdd7d,たちばな工房,plus,7580022 山口県萩市浜崎町235
16c47211-ee34-4e70-8deb-72f6fc16d091,株式会社明洋テクノ,plus,8080021 福岡県北九州市若松区響町1丁目86-1 明洋テクノ
178e8a0a-a7e2-4e8c-ba36-83efc27150ef,株式会社 LIFE,plus,2380035  神奈川県横須賀市池上５丁目３−２　小泉ビル201
1867da4c-2f1d-4314-ad2f-624cfbb09821,株式会社村上総設工業,plus,2840016 千葉県四街道市もねの里もねの里3－14－6
188c4ade-5d89-4eaf-b964-ac2146801def,株式会社光空調工業,plus,1750083 東京都板橋区徳丸1－38－12
18a71326-b2f6-4616-8031-2f9b99ea4204,有限会社 三浦工業所,plus,2380103 神奈川県三浦市南下浦町金田46
18ee361a-65f0-48e4-8502-55800bc72d4b,有限会社深澤住宅設備,plus,4240303 静岡県静岡市清水区但沼町159－2
1a329897-a952-4887-9c69-75278db17dcf,株式会社竹内設備管理,plus,251-0037 神奈川県藤沢市鵠沼海岸6-8-27
1a9996ef-fbc1-4749-b8b7-70ffbda7650a,有限会社日伸電気,plus,1420053 東京都品川区中延6－3－21
1b017c47-2cce-4862-ade3-097b54c4645c,西山産業株式会社,plus,9633602 福島県田村市滝根町神俣字糠塚9－10
1b11acbb-d034-4253-907b-2460fac8d77e,テックワークス 株式会社,plus,485-0048 愛知県小牧市間々本町54-1
1b13ba7d-ae12-41a2-8896-06a482c768e7,株式会社 鈴木鉄筋工業所,plus,3004541 茨城県筑西市松原3473番地2
1ca29ecd-b42c-4d98-82f8-f8abda5eb21e,株式会社LIV FREE,plus,3560007 埼玉県ふじみ野市北野1丁目5-15
1cda7b51-bb15-4bde-8dfb-5ee3819dbd62,苺不動産合同会社,plus,7000804 岡山県岡山市北区中井町1-5-19 TERRA HOME中井町1F
1ce49af6-21ef-4ea7-9fd0-df193a15f42e,K’z works,plus,4560023 愛知県名古屋市熱田区六野2-6-25
1d17b9ea-4476-4d40-b68e-1ac957b9bb9d,株式会社 ワイエス・エンジニアリング,plus,3400003 埼玉県草加市稲荷2丁目19−3 株式会社 ワイエス・エンジニアリング
1d6139bd-ef09-48dc-a5bb-139d0654a640,株式会社 H.S企画,plus,366-0027 埼玉県深谷市天神町6-6
1e385043-a838-43d3-b4ac-fa8938e50484,株式会社HARUKA,plus,
1e5a15f9-21ee-4e14-8d98-ee41ba441097,株式会社 ゆうしん設備,plus,2530082 神奈川県茅ヶ崎市香川香川2-19-1
1f307d4d-2261-42dd-a1e8-d90e2080b0a3,株式会社ハスキーリノベーション,plus,東京都
2007e008-3b07-4406-bf96-02a90437a49f,龍美グループ,plus,6751105 兵庫県加古郡稲美町加古1812-9
208be62a-da58-48da-b045-dba36dd1c6ad,有限会社イチガツボ,plus,7220212 広島県尾道市美ノ郷町本郷3838－35
21093fd1-ba35-4ce4-af0f-166250527786,有限会社東昇工業,plus,3792222 群馬県伊勢崎市田部井町田部井町1－1687－3
212a5916-5956-4505-8f97-dc6a9a7d0cb5,,plus,
21c8942e-5c2f-482b-842e-091bc140f880,株式会社ティーツーシー,plus,213-0014 神奈川県川崎市高津区新作4丁目22-13
2271cdc2-af3d-4044-8273-7a2382bb2bac,コウシン産業,plus,9601101 福島県福島市大森字地蔵前3-1
228bcb84-eac1-417b-a159-4a677cb59449,株式会社 山本電設,plus,4110802 静岡県三島市東大場東大場東大場1-31-10
22f5013d-ac49-41c7-b246-d4d78b667e59,山岸鉄工 株式会社,plus,3400003 埼玉県草加市稲荷5－1－12
243c2df3-2524-487e-bed3-3d5726af1f14,有限会社 恵那建設,plus,3710822 群馬県前橋市下新田町下新田町356－3
2645b9cc-e610-49a3-a932-2691c31dda9f,株式会社竹や,plus,2420005 神奈川県大和市西鶴間3－9－23
269b9cec-d43c-409d-8bfc-b625f8825176,株式会社 信工業,plus,830-0105 福岡県久留米市三潴町草場389-1
26b20955-0050-4358-9ce2-7b1bb9039d67,株式会社 ハート,plus,121-0051 東京都足立区神明神明3-14-24
26e12f40-ae50-46bd-9998-85dea230dc07,株式会社C&B,plus,7700841 徳島県徳島市八百屋町2丁目21
27ef1bb2-6c60-4faf-b9ec-6d05865ba7b4,株式会社Booker’s Home,plus,4418087 愛知県豊橋市牟呂町字八王子88－1
27f31b59-35a9-445d-b887-717e2bacdaff,株式会社大平建築,plus,2591216 神奈川県平塚市入野828－4
28329d20-8541-4a14-a369-8ecfb1e0fd01,明成工業株式会社,plus,3430117 埼玉県北葛飾郡松伏町田中1丁目4番地4
287445cf-175a-4aeb-86f2-625b01a0e89c,株式会社リフィックス,plus,3400133 埼玉県幸手市惣新田334番地1
29792d28-45ac-45d2-8006-3b8de3d51170,株式会社e-craft,plus,8112113 福岡県糟屋郡須惠町須惠132-17
29f2f78e-35db-4bcf-98fa-c1ad1a404779,有限会社カネコ建装,plus,1330041 東京都江戸川区上一色上一色3－1－1
2a7cc8ae-693f-45f9-bca5-352aec114e8f,株式会社勝真建設工業,plus,6511421 兵庫県西宮市山口町上山口2-28-3A-101
2aab2ca0-575a-45bf-a4e1-1b18e2f2e907,有限会社ケイ・エヌ・ケイ,plus,8390225 福岡県みやま市高田町上楠田3103
2aef146f-1e7f-493d-8e7e-da683c32fe5f,株式会社指只,plus,4470856 愛知県碧南市宮後町3丁目43番地
2b6811cb-0543-4cf9-a39d-b2a086babd57,株式会社石井重工,plus,594-0042 大阪府和泉市箕形町5-10-2
2b716a64-ede8-453c-88c8-148ca307ecc2,株式会社SSSコーポレーション,plus,601-8205 京都府京都市南区久世殿城町547番地1 ビジネスファクトリー171-7号
2c26320d-1da8-4bd2-94b4-614d4723e535,松本建築 株式会社,plus,2430803 神奈川県厚木市山際592-3
2c565790-ee4f-485c-9bf7-eaf1c9c4de73,株式会社長嶺工業所,plus,2420021 神奈川県大和市中央4－6－32
2c825c82-57db-4fce-bf11-0028ba4bdb8b,test_company,plus,1060032 東京都港区六本木6-1-24 ラピロス六本木4F
2e287ae1-0d00-45cc-89ca-58751d4b9e28,有限会社丸新工業,plus,0220002 岩手県大船渡市大船渡町字永沢19番地5
2e78e7e6-e71a-4a82-83b1-c44dae03b966,株式会社 重松工業,plus,2991173 千葉県君津市外箕輪4-23-20201
2f7d9223-986b-44fe-b3e4-d9e14836dac9,有限会社 林明工業,plus,1210824 東京都足立区西伊興1丁目4番13号
2fc0537e-d81c-40ac-aec1-8e001a532398,國分住設 株式会社,plus,2430036 神奈川県厚木市長谷1331-75
30294c92-8b91-4a19-8ffd-83ded986b151,株式会社 GOLD TECK,plus,186-0012 東京都国立市泉4-6-6
3056d6ba-bce0-48cb-b935-e5219f47f573,株式会社 ブライトサービスジャパン,plus,6751232 兵庫県加古川市平荘町里898-4
30c8c8a8-3fca-49f2-97cb-b55d81858fc7,株式会社 植田興業,plus,954-0067 新潟県見附市葛巻町1197‐1
31e09c92-97ea-48a5-93f5-f13d1c82f3f5,WOODWORK 株式会社,plus,5500015 大阪府大阪市西区南堀江4-25-4-601
320557a7-90a5-4f76-8707-18bbb7900a2e,横浜エンジニアリング株式会社,plus,2240023 神奈川県横浜市都筑区東山田4－11－27
328708e7-7cc1-404d-861d-64be84e9b144,有限会社松坂板金,plus,0200851 岩手県盛岡市向中野3－12－25
33cd6a5d-2c8b-430c-975d-4a23f74afd3c,有限会社 サンワ工務店,plus,3930064 長野県諏訪郡下諏訪町中汐町267-2
340a9710-877f-421c-be84-8cdef6086a85,株式会社 クレストホーム,plus,東京都
342a86bf-0819-47c9-9587-d705792ff480,有限会社藤原鉄工所,plus,0250037 岩手県花巻市太田31－178
369d0764-7bb9-40a5-b165-fb299e05f261,有限会社和田設備,plus,3510115 埼玉県和光市新倉2丁目9-38志幸18ミリオン3号
36c2af1d-e3a2-4ca2-b349-5209ec7aaa8d,株式会社コハラ,plus,2530006 神奈川県茅ヶ崎市堤587－9
36cf56e1-6642-4ba3-a8a9-8e3ec4d44fd9,株式会社 ケーネクスト,plus,1640012 東京都中野区本町5-29-11-101
37d54593-6c48-467b-b522-91cf95fd486f,株式会社ベイテック,plus,2990107 千葉県市原市姉崎海岸101番地
386a671b-6f11-4f15-86d8-97302e0c8548,株式会社 エコラボ,plus,861-4101 熊本県熊本市南区近見3丁目13-20
386d77ac-0a58-4f87-8aa2-1169fbde89be,株式会社NEO ONE,plus,2010014 東京都狛江市東和泉4-6-10 タマリバーヒルズ102号室
386ece43-5241-421e-8cc4-0d6a9a1ddb89,有限会社束村防水,plus,5360006 大阪府大阪市城東区野江1－6－6
38b2d835-4fae-41c8-9c84-acf358df4047,株式会社ベルウッドコーポレーション,plus,372-0801 群馬県伊勢崎市宮子町3601番地3
391c978d-d6f8-4f68-85ff-17c26e2679bb,アストフィールド株式会社,plus,6191421 京都府相楽郡南山城村田山小字鷹ノ尾62-70
3a2bf1a5-aa65-461d-a49e-9149419c8000,株式会社 ゆう建築工房,plus,567-0851 大阪府茨木市真砂1丁目13−5
3a944317-4ed9-4d88-a91d-72e2968dd340,東和工業 株式会社,plus,9750038 福島県南相馬市原町区日の出町547番地（東和工業 株式会社）
3afaf3fb-8693-403e-81dc-66171a323ac7,株式会社 秀成,plus,7128055 岡山県倉敷市南畝3丁目1-11
3be9cae5-b9b7-4743-a363-4b092e9562f9,有限会社 平良建工,plus,2300041 神奈川県横浜市鶴見区潮田町1-77-6
3bff3db1-1c04-42bc-9a11-6f34f4bcbf2e,有限会社あしば屋,plus,0210061 岩手県一関市山目館36-2
3d06a78e-d3ae-4a5e-b5bc-68b2c7fd0a86,三和水工株式会社,plus,4810006 愛知県北名古屋市熊之庄古井210
3d09bd2f-1ae3-40bf-a268-3df9aeb01097,よしだのテスト20250228,plus,北海道
3d95261d-9dcc-4a9e-aeba-fd5d818916cc,株式会社 さくら建設　,plus,3501110 埼玉県川越市豊田町2-19-32
3dbe7f64-92de-41f6-b362-fcf2206708d6,株式会社新和,plus,210-0804 神奈川県川崎市川崎区藤崎1-13-12-303
40b915c4-0ece-4db5-9f95-3817f32f983f,有限会社古川工務店,plus,6018475 京都府京都市南区八条内田町２−７
41118ac5-7fae-43d7-b8a4-69cc787bf3a8,株式会社川原テクノサービス,plus,2520302 神奈川県相模原市南区上鶴間3-4-15
41e320fe-aa72-4ca5-9fca-88d039a19068,林塗装店,plus,3520023 埼玉県新座市堀ノ内１丁目２−２１
42f2c409-43d8-49d4-8eed-46bdef3fd545,佐原工務店株式会社,plus,2210856 神奈川県横浜市神奈川区三ッ沢上町18－10
431eb069-c4c7-4cda-a7de-6fc88f123831,合同会社鎌倉塗装工芸,plus,2480027 神奈川県鎌倉市笛田3-37-9
4351b46c-d4d6-4df4-a599-0fd97338a94a,株式会社O.B,plus,985-0063 宮城県塩竈市栄町栄町2-30
435e7a81-370b-4f4e-9f49-58f39a0ff763,株式会社輝石,plus,7201142 広島県福山市駅家町上山守241-4
43f3057d-0635-42ca-9002-598164f247dd,株式会社 フィスイノベーション,plus,232-0045 神奈川県横浜市南区東蒔田町8-8-503
44ee5763-2d92-4618-a957-e37a366085ae,株式会社太陽技研ホーム,plus,1320025 東京都江戸川区松江5－1－16
4581f627-14db-40d6-add8-debaf820deab,植荘 阿嵯造園,plus,731-0221 広島県広島市安佐北区可部可部八丁目14-10
45b9642c-8989-4eea-88bc-42017b4358c8,株式会社トラニティ,plus,561-0874 大阪府豊中市長興寺南長興寺南3-4-8
463c056c-f66a-4af1-a733-6e2f6ed117fc,株式会社大幸開発,plus,5510033 大阪府大阪市大正区北恩加島1－18－15
48bcd2f2-5059-4a1f-b4f5-e2edcef03468,瀬戸井石材,plus,308-0112 茨城県筑西市藤ケ谷2438-3
490d4225-7873-494b-9268-974271b4528d,大明建設,plus,8020972 福岡県北九州市小倉南区守恒守恒5丁目9-6
498d31e5-6b11-47d4-9d25-67eb60a67fbd,株式会社 GETAYA,plus,1980012 東京都青梅市谷野69-3 エクセルプラザ本橋Ⅰ 103号室
49cca21b-71a1-47bc-a038-d574c87f7e85,株式会社岡田建設,plus,2440802 神奈川県横浜市戸塚区平戸3－55－13
4a72f08e-4422-47c1-85ba-6b215fc0e14d,株式会社 AINEQ,plus,639-0214 奈良県北葛城郡上牧町上牧3352-7
4ab06f39-19b7-43d7-9dc0-f09865562a65,株式会社宮原施工,plus,8911205 鹿児島県鹿児島市犬迫町5911－1
4ae07b53-6394-46a0-845b-b21769932dca,合同会社弥栄電設,plus,1740043 東京都板橋区坂下1-39-14 サンライフマンション101号
4af438f4-5457-48cf-a46f-3a3bc8ecd1bd,株式会社KANADE,plus,562-0001 大阪府箕面市箕面２－９－２５
4b26475e-1cad-4a6f-ae26-4d9fc5d9affa,株式会社AIM,plus,359-0038 埼玉県所沢市北秋津876-7-207
4b42e27b-0242-4147-8a2d-480b46aaeb1d,株式会社 翼,plus,192-0012 東京都八王子市左入町319-1
4d4d2294-a1fc-476e-8eec-67b0ad7873c3,株式会社 三森電業,plus,289-2612 千葉県旭市蛇園5301-4
4e8becaf-69f1-40ca-9470-2b32c6fb24a7,株式会社クレバーカンパニー,plus,2780022 千葉県野田市山崎948-90
502041c9-7e2e-4d17-b606-26b406e0c9ff,戸村建設,plus,9871222 宮城県石巻市広渕字女形ー8番地2
505a3e4e-48ba-40e7-a069-050a04a7d433,有限会社　新田防災,plus,260-0802 千葉県千葉市中央区川戸町529-3
5175320b-db92-45ef-9d1e-3df38be7e56b,合同会社徳永木工所,plus,0210041 岩手県一関市赤荻槻本60-5
519d3e98-d2a4-487a-b5b2-6ad0b6ac97d6,マルヨシ技建工業株式会社,plus,3100914 茨城県水戸市小吹町2566－1
525068a4-bd9a-4763-8912-dd722887eb39,株式会社アクト,plus,981-3212 宮城県仙台市泉区長命ケ丘2-5-23
52eafde1-a694-419f-97b0-7acd0883905f,桑路建塗 株式会社,plus,679-2336 兵庫県神崎郡市川町沢 115－2
532d4fd7-8d12-4a60-b7a2-a7887c644c34,トネリサイクルシステム株式会社,plus,370-0517 群馬県邑楽郡大泉町西小泉2丁目3番17号
53a7e090-c34b-44ab-ac61-f0c8daa01e28,川薩保温工業有限会社,plus,8951401 鹿児島県薩摩川内市入来町副田3652－1
53e0d9e8-f022-484f-ac82-16c88553bbdf,前川防水,plus,6560426 兵庫県南あわじ市榎列大榎列榎列大榎列1312-8
54e46fc2-bf6a-4a77-91eb-f661fc72544c,株式会社 アキト,plus,343-0845 埼玉県越谷市南越谷4‐8‐8 かさぷらた303号
555078a9-bcd0-4953-b6ec-af9cbbb10c3e,株式会社Feshoff,plus,7110907 岡山県倉敷市児島上の町2－10－95
5552208f-49d8-405f-b65b-2f8bb898a40d,株式会社ライフクリエイト,plus,8110201 福岡県福岡市東区三苫5丁目3-59
56d643ea-6a65-4d34-91ba-0e09a7892493,株式会社YAMANO,plus,733-0035 広島県広島市西区南観音5‐25
576d5170-a0e4-4737-bc9c-7a823028e410,株式会社 タイキ,plus,067-0065 北海道江別市ゆめみ野東町ゆめみ野東町33-16
585f2dce-25cc-44cc-96de-4d2e74e419ec,株式会社アズ,plus,3520034 埼玉県新座市野寺5-2-1 サンキャッスル105
59125832-871d-45cd-86ee-5a16036e75d9,株式会社 コーワ企画,plus,2410804 神奈川県横浜市旭区川井宿町29-3
592e4090-1808-4019-82d2-487e70841319,有限会社 鹿児島断熱,plus,8910104 鹿児島県鹿児島市山田町877-1
59d08686-c52b-4dc0-a2f3-267066bcf2b0,株式会社新興産業,plus,8200086 福岡県飯塚市津原1358-2
59f8df43-31f6-4b44-95c7-332ec4c86036,株式会社WAKA,plus,0240021 岩手県北上市上野町3丁目6-12
5a5964cd-c121-4a43-964d-338e4d10d1bd,株式会社 サトウビルト,plus,9600211 福島県福島市飯坂町湯野字毛字2
5acdf7a5-d9e4-4850-8496-bb3ab2eb3aa6,株式会社 サンデンケン,plus,322-0522 栃木県鹿沼市上奈良部町528-3
5b0092c8-6af1-4dba-9b8f-3ff93a6806b2,合同会社 未来興業,plus,333-0832 埼玉県川口市神戸148-1
5b619df2-f29d-4e31-ab83-70e34ee644b1,有限会社ハウスアレンジ,plus,3990702 長野県塩尻市大字広丘野村1993－1
5bf8f566-6acd-411e-ae17-5c9662a7e706,合同会社シモダ,plus,2891223 千葉県山武市埴谷1500番27
5c89de05-0b3f-4835-90a8-bcc2f3ab0937,有限会社 谷口建設,plus,9810121 宮城県宮城郡利府町神谷沢字化粧坂10-5
5cf387db-8847-4c09-a42a-9fe46a01b532,株式会社秋山硝子店,plus,3670212 埼玉県本庄市児玉町児玉142
5e204ac5-4f97-4257-897f-1c8e50a43cdd,有限会社 ジャスティ,plus,2100822 神奈川県川崎市川崎区田町2-4-14-212
5e49109a-1cbf-4af4-acfd-219142cb7701,有限会社成栄建設,plus,5691123 大阪府高槻市芥川町3－12－36
5f4c60e2-968b-4557-828f-556c18f4dbab,株式会社六甲グリーン,plus,652-0895 兵庫県神戸市兵庫区小河通2－2－5
5ff54fa2-802b-46cf-bc3b-8422968e7628,有限会社ホテイ産業研究所,plus,2480031 神奈川県鎌倉市鎌倉山４丁目１−１９
60e8cd17-bc7c-4a8b-bec1-24a857da8989,株式会社 貝沢工業所,plus,1700003 東京都豊島区駒込1－5－10
61f6f24f-f734-41a0-a0c5-b2b1807f6503,株式会社 エム・エヌ・テック,plus,6710211 兵庫県姫路市飾東町塩崎932-2
624f41eb-852b-4555-b805-701c84b48be1,株式会社 不動工業,plus,3370016 埼玉県さいたま市見沼区大字東門前450-3
635073fb-709a-4154-ab4c-9230f2845c40,株式会社岡田工業,plus,5710034 大阪府門真市東田町16-19
6351b747-1746-4a51-b32e-e59e626d8bbd,有限会社 菊文建設,plus,0210221 岩手県一関市舞川字水無沢68-1
63557643-f4ab-49c5-b4c9-35a12e3f8f68,小嶋板金工業,plus,3060101 茨城県古河市尾崎4329-2
63d9af92-659c-4543-b2c2-a8eb058de478,株式会社 消防システム,plus,4960809 愛知県津島市昭和町三丁目4番
63ed18fa-b5a6-4958-9f51-4d0896fefd84,株式会社天野興業,plus,3070015 茨城県結城市鹿窪203-7
64ee71a3-9fdf-4f57-b37b-d01d34db7348,株式会社コハル・タック・プラン,plus,6360214 奈良県磯城郡三宅町但馬485-1
6555b07d-d532-43ca-8b76-d1a2fce11533,松下総建,plus,5980021 大阪府泉佐野市日根野2715-21
657f7757-bf1e-43be-a3e7-fdeca86beba9,GOJ株式会社,plus,1200034 東京都足立区千住5丁目5‐14
65c7c5e2-6d23-4090-a57e-969948356cc8,有限会社ジンダイ,plus,3400002 埼玉県草加市青柳8－3－4
65f825b7-ed2e-4cb9-a3dc-af5d92b91f75,有限会社西神清掃,plus,6740072 兵庫県明石市魚住町長坂寺1355-9
66362417-2593-4f63-be31-1293b4f593cd,株式会社 is more,plus,564-0073 大阪府吹田市山手町１丁目8-20-103
66625074-c803-4b25-bd50-690d5e7aed43,株式会社菜花空調,plus,985-0086 宮城県塩竈市千賀の台2丁目13番6号
6693939f-c502-4260-9a91-19b76b5a2141,株式会社 エイワークス,plus,121-0051 東京都足立区神明2-8-27
671e2359-97ce-4b97-8370-8144ffb646dd,ハセガワ建築　株式会社,plus,277-0042 千葉県柏市逆井476-27
674fe42b-c08b-499b-af85-d0149f357947,株式会社ジーテック,plus,7080814 岡山県津山市東一宮26－10
696ee3b7-85de-49d4-9519-fb606fbc1716,株式会社フロンティア工芸,plus,8160912 福岡県大野城市御笠川2丁目11-22
69743957-e5a1-4765-a013-56bf754592fe,板東電設,plus,7793214 徳島県名西郡石井町藍畑字第十62-5
69917f42-a59d-4f61-b671-ede0472ca6e5,株式会社YK,plus,4540957 愛知県名古屋市中川区かの里一丁目3005番地4
6a8db64e-eac3-4964-a314-e46e18fa7482,株式会社都テクノス,plus,〒607-817 京都府京都市山科区大宅古海道町30-1
6b3fd406-73bc-4906-8a84-ec45f965b419,有限会社DIOS,plus,5100318 三重県津市河芸町杜の街2-36-8
6bdd873d-79a6-43e8-bdcc-bc47a3cdcb81,雄英工業 株式会社,plus,640-0112 和歌山県和歌山市西庄214‐1
6c19319d-cfe1-4b43-9742-fd63b563ba9c,松井建設株式会社,plus,0240012 岩手県北上市常盤台2－13－32
6cbe789e-afd3-4913-af88-c777a530ae28,株式会社 Village Wood Interior,plus,221005 神奈川県横浜市神奈川区金港町5-14 クアドリフォリオ8F
6d276b7b-df0e-40ac-9516-f6b879332614,藤井産業株式会社,plus,321-0905 栃木県宇都宮市平出工業団地41
6d5c1ce3-886c-445c-b789-498b901586d1,立伸工業,plus,7150025 岡山県井原市笹賀町1-19-1
6d71a139-6324-4b43-afed-626b8f62602c,株式会社濵田工業,plus,290-0062 千葉県市原市八幡256-2
6d7fda8b-f78f-425c-ad33-89692107ebc7,大功建設 株式会社,plus,8220034 福岡県直方市大字山部1380番地5（大功建設 株式会社）
6dd861c4-76a4-4ff8-ad2a-bac9a4ffd811,株式会社アールペア,plus,2520231 神奈川県相模原市中央区相模原 5丁目9番3号 2F
705fe7d6-1504-4dd6-8a9f-08c657394192,株式会社NKコーポレーション,plus,1050014 東京都港区芝芝2丁目2番12号ー404
719c1d36-fb4b-42b0-ac39-82dcaf92d3ac,有限会社　幸智組,plus,675-0033 兵庫県加古川市加古川町南備後156-9
71e8ce65-a557-4782-9573-1c889230c645,株式会社 豊田興業,plus,580-0024 大阪府松原市東新町3-5-17 松原アーバンコンフォート 219
721da2f1-a168-4be4-af55-b9e2ddc623c3,アクトテック 合同会社,plus,2300076 神奈川県横浜市鶴見区馬場１丁目６−２２
72e7d898-db0f-42b0-a7bd-06d8bf1f446d,石橋ホーム資材株式会社,plus,2520141 神奈川県相模原市緑区相原5－12－1
733cdb97-bf8a-4a28-8c43-c4995be19d2e,株式会社アクアテック,plus,2260003 神奈川県横浜市緑区鴨居7-1-25 アクアテックビル 2F
74a1d020-1865-47f2-9c33-2058c00ccc17,有限会社 伸晃興業,plus,564-0036 大阪府吹田市寿町2-5-23
74bd65a5-903a-4708-96e3-999eba5f09a2,日乃出建装株式会社,plus,6460036 和歌山県田辺市上屋敷1-10-30
